GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|OWNRAGE|OWNRAGE_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|01|Female|EG|Item not reported|||2007|Reference year 2007|453||0|X|66||0|X|386||0|X|31||0|X|87||0|X|37||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|31258||0|X|9167||0|X|22091||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|DZ|Under 25|||2007|Reference year 2007|709||2.4||83||.9||625||3||18||.3||45||.2||20||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EA|25 to 34|||2007|Reference year 2007|3970||13.4||945||10.7||3025||14.6||7||.6||15||1||10||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EB|35 to 44|||2007|Reference year 2007|8158||27.6||2295||25.9||5863||28.3||6||.9||11||1.5||8||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EC|45 to 54|||2007|Reference year 2007|9892||33.5||3140||35.4||6751||32.6||6||1.3||7||1.8||8||2.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|ED|55 to 64|||2007|Reference year 2007|5230||17.7||1795||20.2||3434||16.6||6||.7||12||1.4||10||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EE|65 or over|||2007|Reference year 2007|1595||5.4||611||6.9||984||4.8||14||.5||20||.8||20||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EF|Total reporting|||2007|Reference year 2007|29552||100||8870||100||20683||100||3||0||5||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EG|Item not reported|||2007|Reference year 2007|1705||0|X|298||0|X|1408||0|X|25||0|X|34||0|X|30||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|4267||0|X|1128||0|X|3138||0|X|13||0|X|14||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DZ|Under 25|||2007|Reference year 2007|234||6||5||.5||228||8.1||57||2.1||127||.7||58||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EA|25 to 34|||2007|Reference year 2007|845||21.7||227||21||618||21.9||22||3||34||4.5||29||4.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EB|35 to 44|||2007|Reference year 2007|1272||32.6||335||31||937||33.2||19||4||26||5.3||18||4.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EC|45 to 54|||2007|Reference year 2007|979||25.1||272||25.1||708||25.1||18||2||26||3.1||23||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|ED|55 to 64|||2007|Reference year 2007|462||11.9||188||17.4||275||9.7||34||2||21||2||61||3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EE|65 or over|||2007|Reference year 2007|108||2.8||55||5.1||53||1.9||51||.9||43||2||102||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EF|Total reporting|||2007|Reference year 2007|3900||100||1081||100||2819||100||12||0||12||0||17||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EG|Item not reported|||2007|Reference year 2007|367||0|X|47||0|X|319||0|X|40||0|X|73||0|X|46||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1049||0|X|330||0|X|720||0|X|18||0|X|20||0|X|28||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|DZ|Under 25|||2007|Reference year 2007|63||6.2||5||1.7||57||8.2||84||2.2||127||2.4||92||3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EA|25 to 34|||2007|Reference year 2007|213||21.1||54||17.4||159||22.7||31||5.7||70||5.9||45||11.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EB|35 to 44|||2007|Reference year 2007|331||32.8||104||33.9||226||32.4||42||6.5||49||8.4||51||6.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EC|45 to 54|||2007|Reference year 2007|299||29.7||62||20.1||237||33.9||32||7.3||43||6.3||39||8.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|ED|55 to 64|||2007|Reference year 2007|72||7.2||60||19.5||12||1.8||40||3.1||51||4.9||53||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EE|65 or over|||2007|Reference year 2007|29||2.9||22||7.3||7||1||84||1.3||104||6||97||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EF|Total reporting|||2007|Reference year 2007|1006||100||307||100||700||100||18||0||21||0||27||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EG|Item not reported|||2007|Reference year 2007|43||0|X|23||0|X|20||0|X|91||0|X|135||0|X|138||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|3217||0|X|799||0|X|2419||0|X|14||0|X|17||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|DZ|Under 25|||2007|Reference year 2007|171||5.9||0||0||171||8.1||58||2.5||0||0||58||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EA|25 to 34|||2007|Reference year 2007|633||21.9||173||22.4||459||21.7||27||3.4||28||5.5||35||4.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EB|35 to 44|||2007|Reference year 2007|941||32.5||231||29.8||710||33.5||19||4.4||26||5||22||5.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EC|45 to 54|||2007|Reference year 2007|680||23.5||210||27.1||470||22.2||23||2.1||36||4.1||28||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|ED|55 to 64|||2007|Reference year 2007|390||13.5||128||16.5||262||12.4||40||2.9||37||3.2||65||4.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EE|65 or over|||2007|Reference year 2007|79||2.7||32||4.2||46||2.2||69||1.1||39||.8||118||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EF|Total reporting|||2007|Reference year 2007|2894||100||775||100||2119||100||13||0||17||0||17||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EG|Item not reported|||2007|Reference year 2007|324||0|X|24||0|X|300||0|X|46||0|X|47||0|X|51||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|6867||0|X|1463||0|X|5405||0|X|8||0|X|14||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|DZ|Under 25|||2007|Reference year 2007|341||5.1||3||.2||337||6.4||32||1.4||77||.1||32||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EA|25 to 34|||2007|Reference year 2007|1213||18.2||294||20.9||919||17.5||17||1.9||22||3.1||17||2.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EB|35 to 44|||2007|Reference year 2007|2517||37.8||638||45.2||1879||35.8||13||2.4||21||4.3||19||3.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EC|45 to 54|||2007|Reference year 2007|1975||29.7||284||20.1||1691||32.2||19||2.8||36||3.5||23||3.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|ED|55 to 64|||2007|Reference year 2007|511||7.7||147||10.4||364||6.9||24||1.1||26||3.2||35||1.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EE|65 or over|||2007|Reference year 2007|104||1.6||44||3.1||60||1.1||56||.5||69||1.1||87||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EF|Total reporting|||2007|Reference year 2007|6661||100||1410||100||5251||100||8||0||15||0||11||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EG|Item not reported|||2007|Reference year 2007|206||0|X|53||0|X|154||0|X|50||0|X|39||0|X|66||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1537||0|X|424||0|X|1113||0|X|13||0|X|23||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|DZ|Under 25|||2007|Reference year 2007|1||.1||0||0||1||.1||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EA|25 to 34|||2007|Reference year 2007|335||22.5||107||25.8||228||21.2||28||4.9||45||7.4||30||6.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EB|35 to 44|||2007|Reference year 2007|598||40.2||200||48.1||398||37.1||15||4.7||30||6.8||29||6.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EC|45 to 54|||2007|Reference year 2007|448||30||51||12.3||396||36.9||40||5.7||42||3.7||42||7.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|ED|55 to 64|||2007|Reference year 2007|74||5||29||6.9||45||4.2||57||1.6||56||3.3||80||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EE|65 or over|||2007|Reference year 2007|34||2.3||29||6.9||5||.5||85||1.3||95||2.4||127||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EF|Total reporting|||2007|Reference year 2007|1490||100||416||100||1073||100||12||0||24||0||15||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EG|Item not reported|||2007|Reference year 2007|47||0|X|7||0|X|40||0|X|116||0|X|108||0|X|138||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|5330||0|X|1039||0|X|4292||0|X|9||0|X|14||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|DZ|Under 25|||2007|Reference year 2007|340||6.6||3||.3||336||8.1||32||1.9||77||.2||32||2.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EA|25 to 34|||2007|Reference year 2007|878||17||187||18.8||692||16.6||18||2.2||22||2||19||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EB|35 to 44|||2007|Reference year 2007|1919||37.1||437||44||1481||35.5||18||3.1||20||4.8||25||4.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EC|45 to 54|||2007|Reference year 2007|1528||29.5||233||23.4||1295||31||19||3||47||4.9||25||4.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|ED|55 to 64|||2007|Reference year 2007|437||8.5||118||11.9||319||7.6||28||1.6||33||4.3||38||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EE|65 or over|||2007|Reference year 2007|70||1.4||15||1.5||55||1.3||74||.6||81||.7||97||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EF|Total reporting|||2007|Reference year 2007|5171||100||994||100||4178||100||8||0||15||0||11||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EG|Item not reported|||2007|Reference year 2007|159||0|X|45||0|X|114||0|X|58||0|X|44||0|X|84||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|262483||0|X|69591||0|X|192892||0|X|2||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|DZ|Under 25|||2007|Reference year 2007|8213||3.2||789||1.2||7423||4||6||.1||18||.1||6||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EA|25 to 34|||2007|Reference year 2007|44651||17.6||9580||14.1||35071||18.9||3||.3||4||.4||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EB|35 to 44|||2007|Reference year 2007|76724||30.3||21886||32.2||54838||29.6||2||.3||2||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EC|45 to 54|||2007|Reference year 2007|74610||29.5||21082||31||53529||28.9||2||.3||4||.7||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|ED|55 to 64|||2007|Reference year 2007|35881||14.2||10817||15.9||25063||13.5||3||.2||5||.6||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EE|65 or over|||2007|Reference year 2007|13150||5.2||3819||5.6||9330||5||5||.2||7||.3||8||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|01|Female|EG|Item not reported|||2007|Reference year 2007|4||0|X|0||0|X|4||0|X|124||0|X|0||0|X|124||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|578||0|X|69||0|X|509||0|X|33||0|X|36||0|X|37||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|DZ|Under 25|||2007|Reference year 2007|23||4.7||0||0||23||5.5||53||3.3||0||0||53||4.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|EA|25 to 34|||2007|Reference year 2007|67||13.6||7||9.5||61||14.3||49||4.1||108||5.5||48||4.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|EB|35 to 44|||2007|Reference year 2007|50||10.1||2||2.9||48||11.3||30||2||0||0||31||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|EC|45 to 54|||2007|Reference year 2007|131||26.4||24||35.1||106||25||42||5.5||94||7.4||47||5.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|ED|55 to 64|||2007|Reference year 2007|152||30.7||27||39||125||29.3||66||7.2||20||6.1||81||8.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|EE|65 or over|||2007|Reference year 2007|72||14.5||9||13.4||62||14.6||44||4.1||72||3.4||44||4.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|EF|Total reporting|||2007|Reference year 2007|494||100||69||100||425||100||22||0||36||0||26||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|60|Asian|02|Male|EG|Item not reported|||2007|Reference year 2007|84||0|X|0||0|X|84||0|X|129||0|X|0||0|X|129||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|34||0|X|0||0|X|34||0|X|68||0|X|0||0|X|68||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DZ|Under 25|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EA|25 to 34|||2007|Reference year 2007|19||63.3||0||0|X|19||63.3||126||13.5||0||0|X|126||13.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EB|35 to 44|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EC|45 to 54|||2007|Reference year 2007|8||26.5||0||0|X|8||26.5||81||10||0||0|X|81||10|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|ED|55 to 64|||2007|Reference year 2007|2||6.8||0||0|X|2||6.8||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EE|65 or over|||2007|Reference year 2007|1||3.4||0||0|X|1||3.4||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EF|Total reporting|||2007|Reference year 2007|29||100||0||0|X|29||100||79||0||0||0|X|79||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EG|Item not reported|||2007|Reference year 2007|5||0|X|0||0|X|5||0|X|126||0|X|0||0|X|126||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|16||0|X|0||0|X|16||0|X|103||0|X|0||0|X|103||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|DZ|Under 25|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|EA|25 to 34|||2007|Reference year 2007|13||76.8||0||0|X|13||76.8||135||23.4||0||0|X|135||23.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|EB|35 to 44|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|EC|45 to 54|||2007|Reference year 2007|3||17.1||0||0|X|3||17.1||60||6||0||0|X|60||6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|ED|55 to 64|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|EE|65 or over|||2007|Reference year 2007|1||6.1||0||0|X|1||6.1||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|EF|Total reporting|||2007|Reference year 2007|16||100||0||0|X|16||100||103||0||0||0|X|103||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|01|Female|EG|Item not reported|||2007|Reference year 2007|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|18||0|X|0||0|X|18||0|X|54||0|X|0||0|X|54||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|70|Native Hawaiian and Other Pacific Islander|02|Male|DZ|Under 25|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
