GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|PRMINC|PRMINC_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|5||100||0||0|X|5||100||35||0||0||0|X|35||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|01|Female|DG|Total reporting|||2007|Reference year 2007|5||100||0||0|X|5||100||35||0||0||0|X|35||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|01|Female|DH|Item not reported|||2007|Reference year 2007|1||0|X|0||0|X|1||0|X|58||0|X|0||0|X|58||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|5||0|X|0||0|X|5||0|X|30||0|X|0||0|X|30||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|4||100||0||0|X|4||100||38||0||0||0|X|38||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|02|Male|DG|Total reporting|||2007|Reference year 2007|4||100||0||0|X|4||100||38||0||0||0|X|38||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|70|Native Hawaiian and Other Pacific Islander|02|Male|DH|Item not reported|||2007|Reference year 2007|1||0|X|0||0|X|1||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|25||0|X|1||0|X|24||0|X|95||0|X|0||0|X|99||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|6||23.8||0||0||6||24.8||129||9.8||0||0||129||10.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|19||76.2||1||100||18||75.2||123||9.9||0||0||129||10.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|25||100||1||100||24||100||95||0||0||0||99||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|17||0|X|0||0|X|17||0|X|137||0|X|0||0|X|137||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|0||0||0||0|X|0||0||0||0||0||0|X|0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|17||100||0||0|X|17||100||137||30.7||0||0|X|137||30.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|01|Female|DG|Total reporting|||2007|Reference year 2007|17||100||0||0|X|17||100||137||0||0||0|X|137||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|01|Female|DH|Item not reported|||2007|Reference year 2007|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|8||0|X|1||0|X|7||0|X|97||0|X|0||0|X|110||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|6||75||0||0||6||85.7||129||21.8||0||0||129||24.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|2||25||1||100||1||14.3||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|02|Male|DG|Total reporting|||2007|Reference year 2007|8||100||1||100||7||100||97||0||0||0||110||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|80|Some other race|02|Male|DH|Item not reported|||2007|Reference year 2007|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|1563||0|X|173||0|X|1390||0|X|15||0|X|33||0|X|15||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|670||46||76||56.4||594||44.9||20||2.3||38||6.4||19||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|787||54||58||43.6||729||55.1||16||2.3||41||6.1||17||2.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|1457||100||134||100||1323||100||15||0||26||0||16||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|106||0|X|39||0|X|67||0|X|52||0|X|88||0|X|78||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|575||0|X|39||0|X|536||0|X|24||0|X|45||0|X|24||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|200||37.6||16||42.7||184||37.3||27||7.3||66||8||31||8.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|331||62.4||22||57.3||309||62.7||31||7.1||50||8.6||33||8.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|01|Female|DG|Total reporting|||2007|Reference year 2007|531||100||38||100||493||100||22||0||46||0||22||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|01|Female|DH|Item not reported|||2007|Reference year 2007|44||0|X|1||0|X|43||0|X|121||0|X|0||0|X|123||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|988||0|X|134||0|X|854||0|X|15||0|X|40||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|470||50.8||59||61.9||411||49.5||22||4||46||7.8||21||4.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|456||49.2||36||38.1||419||50.5||19||3.9||42||7.1||22||4.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|02|Male|DG|Total reporting|||2007|Reference year 2007|926||100||96||100||830||100||16||0||27||0||17||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|90|Minority|02|Male|DH|Item not reported|||2007|Reference year 2007|62||0|X|38||0|X|24||0|X|55||0|X|91||0|X|63||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|12807||0|X|3059||0|X|9748||0|X|4||0|X|12||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|4152||33.2||1439||48||2712||28.5||10||2||16||1.5||12||2.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|8371||66.8||1557||52||6814||71.5||8||2.1||11||1.5||10||2.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|12522||100||2996||100||9526||100||4||0||12||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|284||0|X|63||0|X|222||0|X|35||0|X|20||0|X|47||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|4030||0|X|808||0|X|3221||0|X|9||0|X|17||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1088||27.8||346||43.5||741||23.7||17||3.6||23||2.6||20||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|2831||72.2||450||56.5||2381||76.3||15||3.7||19||2.5||17||4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|01|Female|DG|Total reporting|||2007|Reference year 2007|3919||100||796||100||3123||100||9||0||18||0||11||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|01|Female|DH|Item not reported|||2007|Reference year 2007|111||0|X|12||0|X|99||0|X|44||0|X|9||0|X|49||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|8777||0|X|2250||0|X|6527||0|X|4||0|X|11||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|3064||35.6||1093||49.7||1971||30.8||10||2.1||15||2.3||14||2.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|5540||64.4||1107||50.3||4433||69.2||7||2.2||12||2.3||10||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|02|Male|DG|Total reporting|||2007|Reference year 2007|8604||100||2200||100||6403||100||4||0||11||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|92|Nonminority|02|Male|DH|Item not reported|||2007|Reference year 2007|173||0|X|50||0|X|123||0|X|54||0|X|26||0|X|80||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|2382||0|X|521||0|X|1861||0|X|14||0|X|10||0|X|19||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|586||25.7||220||43.5||366||20.6||22||4.2||24||4||29||4.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|1698||74.3||286||56.5||1412||79.4||18||4.4||16||4.1||22||4.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|2284||100||506||100||1778||100||14||0||11||0||18||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|98||0|X|15||0|X|83||0|X|95||0|X|48||0|X|114||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|77||0|X|2||0|X|75||0|X|60||0|X|0||0|X|61||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1||1.3||0||0||1||1.3||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|75||98.7||2||100||73||98.7||61||4||0||0||63||8.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|DG|Total reporting|||2007|Reference year 2007|76||100||2||100||74||100||61||0||0||0||62||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|DH|Item not reported|||2007|Reference year 2007|1||0|X|0||0|X|1||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|2305||0|X|519||0|X|1786||0|X|14||0|X|10||0|X|19||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|585||26.5||220||43.7||365||21.4||22||4.3||24||4.1||29||4.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|1622||73.5||284||56.3||1339||78.6||20||4.5||16||4.1||24||4.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|DG|Total reporting|||2007|Reference year 2007|2208||100||504||100||1704||100||14||0||11||0||20||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|DH|Item not reported|||2007|Reference year 2007|97||0|X|15||0|X|82||0|X|96||0|X|48||0|X|115||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|11987||0|X|2711||0|X|9277||0|X|6||0|X|13||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|4235||36.2||1295||49.3||2940||32.4||9||1.8||14||1.3||11||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|7460||63.8||1330||50.7||6131||67.6||8||1.8||14||1.2||10||2.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|11695||100||2624||100||9071||100||6||0||13||0||7||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|292||0|X|86||0|X|206||0|X|23||0|X|34||0|X|36||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|4528||0|X|846||0|X|3682||0|X|9||0|X|17||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1287||29.4||363||43.6||924||26.1||15||3.4||22||2.7||17||3.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|3087||70.6||470||56.4||2617||73.9||15||3.5||20||2.6||17||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|DG|Total reporting|||2007|Reference year 2007|4374||100||832||100||3541||100||10||0||18||0||11||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|DH|Item not reported|||2007|Reference year 2007|154||0|X|13||0|X|141||0|X|40||0|X|8||0|X|44||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|7460||0|X|1865||0|X|5595||0|X|6||0|X|11||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|2948||40.3||932||52||2016||36.5||10||1.9||14||2.4||14||2.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|4373||59.7||860||48||3513||63.5||8||1.9||15||2.4||9||2.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|DG|Total reporting|||2007|Reference year 2007|7322||100||1792||100||5530||100||6||0||12||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|DH|Item not reported|||2007|Reference year 2007|138||0|X|73||0|X|65||0|X|35||0|X|41||0|X|74||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|2368733||0|X|883524||0|X|1485209||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1534734||66.3||667824||77||866911||59.9||0||.1||0||.1||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|780168||33.7||200018||23||580150||40.1||1||.1||1||.1||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|2314902||100||867841||100||1447061||100||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|53830||0|X|15683||0|X|38148||0|X|2||0|X|5||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|535148||0|X|211525||0|X|323622||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|229259||43.9||113400||54.8||115859||36.7||2||.3||1||.3||2||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|293385||56.1||93698||45.2||199687||63.3||1||.3||1||.3||2||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|DG|Total reporting|||2007|Reference year 2007|522644||100||207098||100||315546||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|DH|Item not reported|||2007|Reference year 2007|12503||0|X|4427||0|X|8076||0|X|5||0|X|9||0|X|8||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|1833585||0|X|671999||0|X|1161586||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1305475||72.8||554424||83.9||751051||66.4||0||.1||0||.2||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|486783||27.2||106320||16.1||380463||33.6||1||.1||2||.2||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|DG|Total reporting|||2007|Reference year 2007|1792258||100||660744||100||1131515||100||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|DH|Item not reported|||2007|Reference year 2007|41327||0|X|11255||0|X|30072||0|X|2||0|X|4||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|159715||0|X|43614||0|X|116101||0|X|2||0|X|2||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|106270||69.7||33705||79.2||72565||66||3||.6||2||.7||4||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|46259||30.3||8831||20.8||37428||34||3||.6||5||.7||3||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|152529||100||42537||100||109992||100||2||0||2||0||3||0|
