GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|USBORN|USBORN_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|40|Black or African American|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|27337||75||5138||77.4||22199||74.5||4||1.2||7||1.4||5||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|40|Black or African American|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|9092||25||1503||22.6||7589||25.5||7||1.2||15||1.5||7||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|40|Black or African American|02|Male|EJ|Total reporting|||2007|Reference year 2007|36429||100||6641||100||29788||100||3||0||7||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|40|Black or African American|02|Male|EK|Item not reported|||2007|Reference year 2007|2330||0|X|374||0|X|1956||0|X|14||0|X|17||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|22868||0|X|6103||0|X|16766||0|X|3||0|X|4||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|19416||88.3||5543||93.5||13873||86.4||5||1.3||5||.9||6||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|2575||11.7||386||6.5||2188||13.6||17||1.4||19||1||21||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|21991||100||5929||100||16062||100||4||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|877||0|X|173||0|X|704||0|X|20||0|X|31||0|X|22||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|5830||0|X|1900||0|X|3930||0|X|9||0|X|7||0|X|12||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|5137||92.8||1790||96.2||3347||91.1||13||2.1||7||1||18||3.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|398||7.2||71||3.8||327||8.9||39||2.2||45||1||48||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|01|Female|EJ|Total reporting|||2007|Reference year 2007|5535||100||1860||100||3674||100||11||0||7||0||15||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|01|Female|EK|Item not reported|||2007|Reference year 2007|296||0|X|40||0|X|256||0|X|44||0|X|58||0|X|53||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|17038||0|X|4202||0|X|12835||0|X|4||0|X|6||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|14280||86.8||3753||92.2||10526||85||5||1.3||7||1||7||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|2177||13.2||316||7.8||1861||15||16||1.3||19||1.1||19||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|02|Male|EJ|Total reporting|||2007|Reference year 2007|16456||100||4069||100||12387||100||5||0||6||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|50|American Indian and Alaska Native|02|Male|EK|Item not reported|||2007|Reference year 2007|581||0|X|134||0|X|448||0|X|19||0|X|41||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|41863||0|X|12508||0|X|29355||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|10213||25.9||3959||32.9||6254||22.8||8||1.2||11||1.8||8||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|29264||74.1||8074||67.1||21190||77.2||3||1.2||4||1.8||5||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|39477||100||12033||100||27445||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|2386||0|X|475||0|X|1911||0|X|18||0|X|22||0|X|23||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|10605||0|X|3341||0|X|7265||0|X|4||0|X|5||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|2786||27.5||1087||33.3||1699||24.7||16||2.6||13||2.3||20||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|7360||72.5||2178||66.7||5182||75.3||7||2.6||6||2.4||9||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|01|Female|EJ|Total reporting|||2007|Reference year 2007|10146||100||3265||100||6881||100||5||0||5||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|01|Female|EK|Item not reported|||2007|Reference year 2007|460||0|X|76||0|X|384||0|X|17||0|X|44||0|X|24||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|31258||0|X|9167||0|X|22091||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|7427||25.3||2872||32.8||4555||22.2||8||1.1||11||1.7||9||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|21904||74.7||5896||67.2||16009||77.8||3||1.1||4||1.7||5||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EJ|Total reporting|||2007|Reference year 2007|29331||100||8768||100||20564||100||3||0||5||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|60|Asian|02|Male|EK|Item not reported|||2007|Reference year 2007|1926||0|X|399||0|X|1527||0|X|22||0|X|30||0|X|29||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|4267||0|X|1128||0|X|3138||0|X|13||0|X|14||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|2788||72||838||79.2||1950||69.3||14||2.8||16||2.7||20||4.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1083||28||220||20.8||863||30.7||18||2.8||16||2.7||23||4.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|3871||100||1058||100||2814||100||12||0||13||0||16||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|395||0|X|71||0|X|324||0|X|44||0|X|50||0|X|54||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1049||0|X|330||0|X|720||0|X|18||0|X|20||0|X|28||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|703||72.2||241||80.2||462||68.6||27||7.3||26||7.3||36||8.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|271||27.8||60||19.8||211||31.4||39||7.5||45||7.3||51||9.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EJ|Total reporting|||2007|Reference year 2007|974||100||301||100||674||100||19||0||22||0||29||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|01|Female|EK|Item not reported|||2007|Reference year 2007|75||0|X|29||0|X|46||0|X|56||0|X|107||0|X|78||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|3217||0|X|799||0|X|2419||0|X|14||0|X|17||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|2085||72||597||78.8||1488||69.5||14||3.1||25||4.9||22||5.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|812||28||160||21.2||652||30.5||17||3.2||18||4.8||22||5.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EJ|Total reporting|||2007|Reference year 2007|2897||100||757||100||2140||100||12||0||18||0||16||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|70|Native Hawaiian and Other Pacific Islander|02|Male|EK|Item not reported|||2007|Reference year 2007|320||0|X|42||0|X|278||0|X|54||0|X|45||0|X|63||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|6867||0|X|1463||0|X|5405||0|X|8||0|X|14||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|1534||23.4||415||29.4||1119||21.7||18||3.1||21||4.5||24||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|5030||76.6||997||70.6||4033||78.3||10||3.1||20||4.6||13||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|6564||100||1412||100||5152||100||7||0||15||0||10||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|303||0|X|50||0|X|253||0|X|49||0|X|54||0|X|55||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1537||0|X|424||0|X|1113||0|X|13||0|X|23||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|253||18.1||111||28.4||142||14.1||32||4.5||35||5.9||45||7.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1150||81.9||280||71.6||870||85.9||15||4.6||26||6||22||7.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EJ|Total reporting|||2007|Reference year 2007|1404||100||391||100||1013||100||11||0||24||0||15||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|01|Female|EK|Item not reported|||2007|Reference year 2007|133||0|X|33||0|X|100||0|X|76||0|X|83||0|X|103||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|5330||0|X|1039||0|X|4292||0|X|9||0|X|14||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|1281||24.8||304||29.8||977||23.6||18||3.2||23||4.6||23||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|3879||75.2||717||70.2||3162||76.4||12||3.2||21||4.7||13||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EJ|Total reporting|||2007|Reference year 2007|5160||100||1021||100||4139||100||8||0||14||0||10||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|80|Some other race|02|Male|EK|Item not reported|||2007|Reference year 2007|170||0|X|18||0|X|153||0|X|38||0|X|56||0|X|42||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|262483||0|X|69591||0|X|192892||0|X|2||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|123032||49.4||36742||54.9||86290||47.4||2||.5||2||.8||2||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|125989||50.6||30205||45.1||95784||52.6||2||.5||4||.8||3||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|249021||100||66947||100||182074||100||2||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|13462||0|X|2644||0|X|10819||0|X|8||0|X|8||0|X|9||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|57513||0|X|17519||0|X|39994||0|X|2||0|X|2||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|30408||55.7||10286||61.1||20122||53.3||5||1.3||3||1.4||7||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|24224||44.3||6561||38.9||17663||46.7||5||1.3||6||1.4||6||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|01|Female|EJ|Total reporting|||2007|Reference year 2007|54632||100||16848||100||37785||100||3||0||2||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|01|Female|EK|Item not reported|||2007|Reference year 2007|2881||0|X|671||0|X|2210||0|X|15||0|X|13||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|204970||0|X|52072||0|X|152898||0|X|2||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|92623||47.6||26456||52.8||66168||45.9||2||.6||3||.7||3||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|101765||52.4||23644||47.2||78121||54.1||3||.6||4||.7||3||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|02|Male|EJ|Total reporting|||2007|Reference year 2007|194389||100||50100||100||144289||100||2||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|90|Minority|02|Male|EK|Item not reported|||2007|Reference year 2007|10581||0|X|1972||0|X|8609||0|X|7||0|X|9||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|2106250||0|X|813933||0|X|1292316||0|X|0||0|X|0||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|1945007||94.7||758883||95.4||1186124||94.3||0||.1||1||.1||0||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|108267||5.3||36715||4.6||71552||5.7||2||.1||4||.1||3||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|2053274||100||795599||100||1257676||100||0||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|52975||0|X|18334||0|X|34641||0|X|4||0|X|4||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|477634||0|X|194006||0|X|283628||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|445405||96||181486||96.2||263919||95.8||1||.1||1||.2||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|18616||4||7151||3.8||11465||4.2||4||.1||9||.2||7||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|01|Female|EJ|Total reporting|||2007|Reference year 2007|464021||100||188637||100||275384||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|01|Female|EK|Item not reported|||2007|Reference year 2007|13613||0|X|5369||0|X|8244||0|X|6||0|X|5||0|X|9||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|1628615||0|X|619927||0|X|1008689||0|X|0||0|X|0||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|1499602||94.4||577397||95.1||922205||93.9||0||.1||0||.1||1||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|89651||5.6||29564||4.9||60087||6.1||2||.1||4||.1||2||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|02|Male|EJ|Total reporting|||2007|Reference year 2007|1589253||100||606962||100||982292||100||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|92|Nonminority|02|Male|EK|Item not reported|||2007|Reference year 2007|39362||0|X|12965||0|X|26397||0|X|5||0|X|5||0|X|7||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|301204||0|X|103956||0|X|197249||0|X|1||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|284468||97.5||98875||97.5||185593||97.5||1||.1||2||.2||2||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|7325||2.5||2561||2.5||4764||2.5||6||.1||8||.2||6||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|291792||100||101435||100||190357||100||1||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|9412||0|X|2520||0|X|6892||0|X|6||0|X|9||0|X|8||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|6367||0|X|1887||0|X|4480||0|X|6||0|X|9||0|X|8||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|5231||94||1661||96.4||3570||92.9||7||1.8||10||1.1||12||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|336||6||61||3.6||274||7.1||46||1.8||46||1.1||52||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|01|Female|EJ|Total reporting|||2007|Reference year 2007|5567||100||1722||100||3844||100||7||0||9||0||10||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|V2|Veteran|01|Female|EK|Item not reported|||2007|Reference year 2007|800||0|X|165||0|X|635||0|X|32||0|X|31||0|X|39||0|X
