GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|HRSWRKD|HRSWRKD_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|02|Male|CZ|40 hours|||2007|Reference year 2007|7227||18.5||4494||21.4||2733||15.2||7||.8||9||1.1||8||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|10061||25.8||6973||33.2||3089||17.2||4||.4||4||.7||7||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|02|Male|DB|60 or more hours|||2007|Reference year 2007|7268||18.6||4582||21.8||2686||15||7||.9||7||1||10||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|02|Male|DC|Total reporting|||2007|Reference year 2007|38988||100||21033||100||17955||100||2||0||3||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|02|Male|DD|Item not reported|||2007|Reference year 2007|1152||0|X|382||0|X|770||0|X|16||0|X|16||0|X|23||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|563093||0|X|339186||0|X|223907||0|X|1||0|X|1||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|CW|None|||2007|Reference year 2007|67047||12.1||45694||13.6||21354||9.7||1||.1||2||.1||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|CX|Less than 20 hours|||2007|Reference year 2007|127200||22.9||42913||12.8||84287||38.2||2||.3||2||.2||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|CY|20 to 39 hours|||2007|Reference year 2007|77195||13.9||36202||10.8||40992||18.6||2||.1||3||.2||4||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|75556||13.6||54452||16.2||21105||9.6||1||.1||2||.2||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|140663||25.3||107592||32.1||33071||15||1||.2||1||.2||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|68105||12.3||48401||14.4||19704||8.9||3||.2||3||.2||4||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|555767||100||335254||100||220513||100||1||0||1||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|7326||0|X|3932||0|X|3393||0|X|7||0|X|4||0|X|12||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|173080||0|X|89215||0|X|83865||0|X|1||0|X|1||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|CW|None|||2007|Reference year 2007|31967||18.7||19859||22.6||12109||14.6||3||.4||2||.4||5||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|56202||32.9||19000||21.6||37202||45||2||.3||2||.3||3||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|30428||17.8||14474||16.4||15954||19.3||2||.2||2||.1||5||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|CZ|40 hours|||2007|Reference year 2007|18468||10.8||12893||14.6||5575||6.7||4||.2||3||.3||9||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|DA|41 to 59 hours|||2007|Reference year 2007|23413||13.7||15744||17.9||7669||9.3||3||.2||4||.3||7||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|DB|60 or more hours|||2007|Reference year 2007|10260||6||6072||6.9||4188||5.1||4||.1||6||.3||9||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|DC|Total reporting|||2007|Reference year 2007|170739||100||88042||100||82697||100||1||0||1||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|01|Female|DD|Item not reported|||2007|Reference year 2007|2342||0|X|1174||0|X|1168||0|X|12||0|X|8||0|X|22||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|390012||0|X|249971||0|X|140041||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|CW|None|||2007|Reference year 2007|35080||9.1||25835||10.5||9245||6.7||3||.2||2||.1||8||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|CX|Less than 20 hours|||2007|Reference year 2007|70998||18.4||23913||9.7||47085||34.2||2||.3||3||.2||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|CY|20 to 39 hours|||2007|Reference year 2007|46767||12.1||21728||8.8||25039||18.2||2||.1||4||.2||5||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|CZ|40 hours|||2007|Reference year 2007|57088||14.8||41559||16.8||15530||11.3||2||.1||2||.1||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|117250||30.5||91848||37.2||25402||18.4||1||.2||1||.3||4||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|DB|60 or more hours|||2007|Reference year 2007|57845||15||42329||17.1||15516||11.3||3||.2||3||.3||6||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|DC|Total reporting|||2007|Reference year 2007|385029||100||247212||100||137816||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|92|Nonminority|02|Male|DD|Item not reported|||2007|Reference year 2007|4984||0|X|2759||0|X|2225||0|X|9||0|X|5||0|X|16||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|86347||0|X|50811||0|X|35537||0|X|2||0|X|3||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|CW|None|||2007|Reference year 2007|8260||9.7||5819||11.6||2441||7||4||.2||6||.4||11||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|CX|Less than 20 hours|||2007|Reference year 2007|19519||22.9||6334||12.6||13185||37.8||3||.6||6||.5||4||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|CY|20 to 39 hours|||2007|Reference year 2007|13087||15.4||6275||12.5||6812||19.5||4||.3||5||.3||8||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|11736||13.8||8362||16.6||3374||9.7||6||.5||8||.7||11||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|21481||25.2||16080||32||5401||15.5||4||.5||3||.6||9||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|11088||13||7399||14.7||3690||10.6||4||.3||8||.6||11||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|85172||100||50269||100||34902||100||2||0||3||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|1175||0|X|541||0|X|634||0|X|10||0|X|18||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|2201||0|X|924||0|X|1276||0|X|8||0|X|13||0|X|9||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|CW|None|||2007|Reference year 2007|342||16.2||193||22.4||149||11.9||33||2.7||25||2.6||55||4.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|730||34.5||169||19.6||561||44.7||18||3.6||35||3.4||23||6.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|402||19||86||9.9||316||25.2||25||3.2||31||1.9||29||4.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|CZ|40 hours|||2007|Reference year 2007|161||7.6||91||10.6||70||5.6||29||1.9||29||1.9||69||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|DA|41 to 59 hours|||2007|Reference year 2007|372||17.6||247||28.6||125||10||17||1.7||23||4.7||43||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|DB|60 or more hours|||2007|Reference year 2007|109||5.2||76||8.8||33||2.7||40||1.6||47||2.3||42||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|DC|Total reporting|||2007|Reference year 2007|2118||100||863||100||1254||100||8||0||12||0||8||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|01|Female|DD|Item not reported|||2007|Reference year 2007|83||0|X|61||0|X|22||0|X|40||0|X|39||0|X|91||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|84147||0|X|49886||0|X|34260||0|X|2||0|X|3||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|CW|None|||2007|Reference year 2007|7917||9.5||5626||11.4||2292||6.8||4||.2||6||.4||10||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|CX|Less than 20 hours|||2007|Reference year 2007|18789||22.6||6165||12.5||12624||37.5||3||.6||6||.5||5||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|CY|20 to 39 hours|||2007|Reference year 2007|12685||15.3||6189||12.5||6496||19.3||4||.4||5||.3||8||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|CZ|40 hours|||2007|Reference year 2007|11575||13.9||8271||16.7||3304||9.8||7||.5||8||.7||11||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|21109||25.4||15833||32||5276||15.7||4||.5||3||.6||9||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|DB|60 or more hours|||2007|Reference year 2007|10979||13.2||7323||14.8||3656||10.9||4||.3||8||.6||11||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|DC|Total reporting|||2007|Reference year 2007|83054||100||49406||100||33648||100||2||0||3||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V2|Veteran|02|Male|DD|Item not reported|||2007|Reference year 2007|1092||0|X|480||0|X|612||0|X|11||0|X|18||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|540072||0|X|319463||0|X|220609||0|X|1||0|X|1||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|CW|None|||2007|Reference year 2007|64629||12.1||42953||13.6||21677||10||1||.1||2||.1||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|CX|Less than 20 hours|||2007|Reference year 2007|121259||22.8||39825||12.6||81434||37.6||3||.3||2||.2||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|CY|20 to 39 hours|||2007|Reference year 2007|72705||13.7||33144||10.5||39560||18.3||2||.1||2||.2||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|74402||14||52402||16.6||22000||10.2||1||.1||1||.1||5||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|132574||24.9||100439||31.8||32136||14.8||1||.2||1||.2||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|66565||12.5||46851||14.8||19714||9.1||2||.2||3||.2||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|532134||100||315614||100||216520||100||1||0||1||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|7938||0|X|3849||0|X|4088||0|X|6||0|X|4||0|X|9||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|194065||0|X|97963||0|X|96103||0|X|2||0|X|1||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|CW|None|||2007|Reference year 2007|34509||18.1||21018||21.7||13492||14.3||2||.3||3||.4||4||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|62122||32.5||20300||21||41822||44.3||3||.3||2||.3||4||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|34076||17.8||16123||16.7||17953||19||2||.1||2||.2||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|CZ|40 hours|||2007|Reference year 2007|21662||11.3||14620||15.1||7042||7.5||4||.2||4||.3||8||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|DA|41 to 59 hours|||2007|Reference year 2007|26371||13.8||17450||18||8921||9.5||3||.2||4||.3||7||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|DB|60 or more hours|||2007|Reference year 2007|12431||6.5||7263||7.5||5168||5.5||4||.2||6||.3||7||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|DC|Total reporting|||2007|Reference year 2007|191171||100||96774||100||94397||100||2||0||1||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|01|Female|DD|Item not reported|||2007|Reference year 2007|2894||0|X|1188||0|X|1706||0|X|10||0|X|9||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|346007||0|X|221500||0|X|124506||0|X|1||0|X|1||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|CW|None|||2007|Reference year 2007|30120||8.8||21935||10||8185||6.7||3||.2||2||.1||7||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|CX|Less than 20 hours|||2007|Reference year 2007|59137||17.3||19525||8.9||39612||32.4||3||.3||3||.2||4||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|CY|20 to 39 hours|||2007|Reference year 2007|38629||11.3||17021||7.8||21608||17.7||2||.2||4||.2||4||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|CZ|40 hours|||2007|Reference year 2007|52741||15.5||37782||17.3||14958||12.2||2||.1||2||.1||5||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|106203||31.1||82988||37.9||23214||19||1||.3||1||.3||3||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|DB|60 or more hours|||2007|Reference year 2007|54134||15.9||39588||18.1||14546||11.9||3||.3||3||.3||5||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|DC|Total reporting|||2007|Reference year 2007|340963||100||218839||100||122124||100||1||0||1||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|V4|Nonveteran|02|Male|DD|Item not reported|||2007|Reference year 2007|5044||0|X|2661||0|X|2383||0|X|9||0|X|6||0|X|16||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|676396||0|X|379178||0|X|297219||0|X|1||0|X|1||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|CW|None|||2007|Reference year 2007|68626||10.3||41902||11.2||26724||9.2||3||.2||2||.2||5||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|CX|Less than 20 hours|||2007|Reference year 2007|149308||22.4||48601||13||100707||34.5||2||.3||1||.1||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|CY|20 to 39 hours|||2007|Reference year 2007|92742||13.9||43073||11.5||49669||17||2||.2||3||.2||4||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|99350||14.9||67669||18.1||31681||10.8||2||.2||2||.2||6||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|164194||24.7||114111||30.5||50084||17.2||1||.2||1||.2||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|91371||13.7||58203||15.6||33168||11.4||2||.2||2||.2||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|665591||100||373559||100||292032||100||1||0||1||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|10805||0|X|5619||0|X|5186||0|X|7||0|X|6||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|208515||0|X|99326||0|X|109189||0|X|1||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|01|Female|CW|None|||2007|Reference year 2007|32696||16||18793||19.2||13903||13||4||.4||4||.4||5||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|67099||32.7||21372||21.8||45727||42.7||2||.4||1||.4||3||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|37103||18.1||16937||17.3||20166||18.8||3||.4||5||.4||4||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|42|Wholesale trade|42|Wholesale trade|00|All owners of respondent firms|01|Female|CZ|40 hours|||2007|Reference year 2007|25784||12.6||16025||16.4||9758||9.1||3||.3||3||.2||6||.4|
