GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|PFNCT|PFNCT_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1277||54.1||211||41.2||1065||57.7||21||3.1||20||4||24||4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|1006||42.7||301||58.6||705||38.2||17||4||18||4.2||26||5.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|784||33.3||248||48.3||536||29.1||12||3.3||17||3.5||17||5.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|377||16||81||15.7||296||16.1||29||3.3||33||2.5||33||4.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|2359||100||514||100||1845||100||14||0||10||0||19||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|23||0|X|7||0|X|16||0|X|47||0|X|78||0|X|64||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|77||0|X|2||0|X|75||0|X|60||0|X|0||0|X|61||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|15||19.6||0||0||15||20.2||81||7.7||0||0||81||9.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|25||32.7||0||0||25||33.6||110||8.3||0||0||110||8.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|7||9.2||0||0||7||9.4||70||8.4||0||0||70||13.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|CT|None of the above|||2007|Reference year 2007|39||51.6||2||100||37||50.3||86||11.4||0||0||91||15.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|CU|Total reporting|||2007|Reference year 2007|76||100||2||100||74||100||61||0||0||0||62||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|01|Female|CV|Item not reported|||2007|Reference year 2007|1||0|X|0||0|X|1||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|2305||0|X|519||0|X|1786||0|X|14||0|X|10||0|X|19||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1262||55.3||211||41.3||1050||59.3||21||2.9||20||4||24||3.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|981||43||301||58.8||680||38.4||16||3.9||18||4.2||25||5.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|777||34.1||248||48.4||529||29.9||11||3.5||17||3.5||17||5.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|CT|None of the above|||2007|Reference year 2007|338||14.8||79||15.3||259||14.6||32||3.1||34||2.5||37||4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|CU|Total reporting|||2007|Reference year 2007|2282||100||512||100||1771||100||15||0||10||0||20||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V2|Veteran|02|Male|CV|Item not reported|||2007|Reference year 2007|22||0|X|7||0|X|15||0|X|49||0|X|78||0|X|68||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|11987||0|X|2711||0|X|9277||0|X|6||0|X|13||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|5879||50||875||33.1||5003||54.9||8||1.7||17||2||9||2.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|5003||42.5||1286||48.6||3716||40.7||8||1.5||12||1.6||10||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|4279||36.4||1245||47||3034||33.3||6||1.4||14||1.3||8||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|2488||21.1||688||26||1800||19.7||9||1||14||1.4||13||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|11769||100||2649||100||9121||100||6||0||13||0||7||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|218||0|X|62||0|X|156||0|X|29||0|X|50||0|X|41||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|4528||0|X|846||0|X|3682||0|X|9||0|X|17||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1994||44.8||183||21.8||1811||50.1||11||2.3||38||2.5||10||2.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|1463||32.8||346||41.2||1117||30.9||11||1.8||20||2.5||14||2.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|1330||29.9||352||42||978||27||12||2.3||23||2.6||15||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|CT|None of the above|||2007|Reference year 2007|1299||29.2||306||36.5||993||27.5||14||1.7||12||2.2||17||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|CU|Total reporting|||2007|Reference year 2007|4454||100||839||100||3615||100||9||0||17||0||11||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|01|Female|CV|Item not reported|||2007|Reference year 2007|73||0|X|7||0|X|66||0|X|73||0|X|0||0|X|81||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|7460||0|X|1865||0|X|5595||0|X|6||0|X|11||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|3885||53.1||693||38.3||3192||58||10||2.2||14||2.4||12||2.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|3540||48.4||941||52||2599||47.2||9||2||11||2||11||3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|2949||40.3||893||49.3||2056||37.4||5||1.4||13||1.7||6||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|CT|None of the above|||2007|Reference year 2007|1189||16.3||382||21.1||808||14.7||13||1.3||18||1.7||21||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|CU|Total reporting|||2007|Reference year 2007|7315||100||1810||100||5505||100||6||0||12||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|V4|Nonveteran|02|Male|CV|Item not reported|||2007|Reference year 2007|145||0|X|55||0|X|90||0|X|38||0|X|57||0|X|52||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|2368733||0|X|883524||0|X|1485209||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1457418||62.7||463406||53.2||994012||68.5||0||.1||0||.2||0||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|1184847||51||552623||63.4||632224||43.6||0||.1||1||.2||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|985371||42.4||489109||56.1||496262||34.2||1||.2||1||.1||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|278105||12||81953||9.4||196152||13.5||1||.1||1||.1||1||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|2323134||100||871677||100||1451457||100||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|45599||0|X|11847||0|X|33751||0|X|2||0|X|3||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|535148||0|X|211525||0|X|323622||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|159762||30.4||43270||20.8||116492||36.8||1||.2||2||.2||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|189711||36.1||85379||41||104332||32.9||1||.2||1||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|220420||42||113672||54.6||106748||33.7||1||.3||1||.2||2||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|CT|None of the above|||2007|Reference year 2007|151798||28.9||52907||25.4||98891||31.2||2||.3||2||.2||3||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|CU|Total reporting|||2007|Reference year 2007|525001||100||208205||100||316796||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|01|Female|CV|Item not reported|||2007|Reference year 2007|10146||0|X|3320||0|X|6826||0|X|5||0|X|8||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|1833585||0|X|671999||0|X|1161586||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1297656||72.2||420135||63.3||877521||77.3||0||.1||1||.2||0||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|995136||55.3||467244||70.4||527891||46.5||0||.1||1||.2||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|764951||42.5||375437||56.6||389514||34.3||1||.3||1||.2||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|CT|None of the above|||2007|Reference year 2007|126308||7||29046||4.4||97262||8.6||1||.1||3||.1||1||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|CU|Total reporting|||2007|Reference year 2007|1798133||100||663472||100||1134661||100||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|00|All owners of respondent firms|02|Male|CV|Item not reported|||2007|Reference year 2007|35452||0|X|8527||0|X|26926||0|X|3||0|X|4||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|159715||0|X|43614||0|X|116101||0|X|2||0|X|2||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|93832||61.2||22911||53.6||70921||64.1||3||.7||4||1.1||4||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|64571||42.1||24885||58.2||39686||35.9||3||.5||3||1||5||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|45090||29.4||20037||46.9||25052||22.7||4||.6||4||.9||6||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|24029||15.7||4094||9.6||19935||18||4||.5||8||.5||5||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|153309||100||42749||100||110559||100||2||0||2||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|6407||0|X|865||0|X|5542||0|X|9||0|X|13||0|X|9||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|33366||0|X|10797||0|X|22569||0|X|2||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|10837||33.6||2361||22.2||8476||39.3||6||1.2||10||1.3||9||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|11376||35.3||4302||40.5||7074||32.8||5||1||6||1.3||8||1.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|10907||33.9||5261||49.5||5646||26.2||8||1.6||9||2.3||11||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|01|Female|CT|None of the above|||2007|Reference year 2007|8887||27.6||2536||23.9||6352||29.4||5||1.1||9||1.4||6||1.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|01|Female|CU|Total reporting|||2007|Reference year 2007|32208||100||10620||100||21588||100||2||0||4||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|01|Female|CV|Item not reported|||2007|Reference year 2007|1159||0|X|177||0|X|981||0|X|19||0|X|38||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|126349||0|X|32817||0|X|93533||0|X|3||0|X|2||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|82994||68.5||20549||64||62445||70.2||3||.8||4||1.4||4||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|53195||43.9||20582||64.1||32613||36.7||4||.5||3||1.1||6||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|34182||28.2||14776||46||19406||21.8||5||.9||4||1.1||7||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|02|Male|CT|None of the above|||2007|Reference year 2007|15142||12.5||1559||4.9||13584||15.3||7||.5||13||.4||8||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|02|Male|CU|Total reporting|||2007|Reference year 2007|121101||100||32129||100||88972||100||3||0||2||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|20|Hispanic|02|Male|CV|Item not reported|||2007|Reference year 2007|5248||0|X|687||0|X|4561||0|X|11||0|X|10||0|X|12||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|2209017||0|X|839910||0|X|1369107||0|X|0||0|X|0||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1363586||62.8||440495||53.1||923091||68.8||0||.1||1||.2||0||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|1120276||51.6||527738||63.7||592538||44.2||1||.1||1||.2||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|940281||43.3||469072||56.6||471210||35.1||1||.2||1||.1||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|254076||11.7||77859||9.4||176217||13.1||1||.1||1||.1||2||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|2169825||100||828927||100||1340898||100||0||0||0||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|39192||0|X|10983||0|X|28209||0|X|3||0|X|3||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|501781||0|X|200728||0|X|301053||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|148925||30.2||40909||20.7||108016||36.6||1||.2||2||.2||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|178335||36.2||81077||41||97259||32.9||1||.3||2||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|209512||42.5||108411||54.9||101102||34.2||1||.3||1||.2||2||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|01|Female|CT|None of the above|||2007|Reference year 2007|142910||29||50371||25.5||92539||31.3||2||.3||2||.2||3||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|01|Female|CU|Total reporting|||2007|Reference year 2007|492794||100||197585||100||295209||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|01|Female|CV|Item not reported|||2007|Reference year 2007|8988||0|X|3143||0|X|5845||0|X|5||0|X|8||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|1707236||0|X|639182||0|X|1068054||0|X|0||0|X|0||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1214661||72.4||399586||63.3||815076||77.9||0||.1||0||.2||0||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|941941||56.2||446662||70.7||495279||47.4||1||.1||1||.2||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|730769||43.6||360661||57.1||370108||35.4||1||.2||1||.1||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|02|Male|CT|None of the above|||2007|Reference year 2007|111165||6.6||27487||4.4||83678||8||1||.1||2||.1||2||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|23|Construction|23|Construction|29|Non-Hispanic|02|Male|CU|Total reporting|||2007|Reference year 2007|1677032||100||631342||100||1045689||100||0||0||0||0||1||0|
