GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|PRIORBUS|PRIORBUS_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|29|Non-Hispanic|02|Male|DK|Total reporting|||2007|Reference year 2007|403796||100||256704||100||147092||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|29|Non-Hispanic|02|Male|DL|Item not reported|||2007|Reference year 2007|7409||0|X|4672||0|X|2737||0|X|8||0|X|8||0|X|12||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|592670||0|X|353540||0|X|239130||0|X|1||0|X|1||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|196186||33.7||116083||33.4||80104||34.1||1||.2||2||.3||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|386206||66.3||231128||66.6||155078||65.9||1||.2||1||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|582393||100||347211||100||235182||100||1||0||1||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|10277||0|X|6329||0|X|3948||0|X|6||0|X|5||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|183099||0|X|93534||0|X|89565||0|X|2||0|X|1||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|44206||24.5||21277||23.2||22930||26||2||.4||3||.5||3||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|135985||75.5||70618||76.8||65367||74||2||.4||2||.5||4||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|01|Female|DK|Total reporting|||2007|Reference year 2007|180191||100||91895||100||88296||100||2||0||1||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|01|Female|DL|Item not reported|||2007|Reference year 2007|2907||0|X|1639||0|X|1269||0|X|7||0|X|7||0|X|12||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|409571||0|X|260006||0|X|149565||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|151980||37.8||94806||37.1||57174||38.9||1||.3||2||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|250221||62.2||160510||62.9||89711||61.1||1||.3||1||.3||1||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|02|Male|DK|Total reporting|||2007|Reference year 2007|402201||100||255316||100||146885||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|30|White|02|Male|DL|Item not reported|||2007|Reference year 2007|7370||0|X|4690||0|X|2680||0|X|7||0|X|7||0|X|13||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|7955||0|X|1990||0|X|5965||0|X|6||0|X|13||0|X|7||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|1778||23.1||518||26.6||1260||21.9||11||1.4||16||2.2||15||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|5918||76.9||1425||73.4||4493||78.1||6||1.5||14||2.4||8||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|7695||100||1942||100||5753||100||6||0||13||0||7||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|260||0|X|47||0|X|212||0|X|32||0|X|33||0|X|35||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|3260||0|X|605||0|X|2655||0|X|8||0|X|11||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|664||20.8||105||17.4||559||21.6||18||2.3||33||2.8||20||2.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|2526||79.2||498||82.6||2028||78.4||10||2.3||11||3.1||12||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|01|Female|DK|Total reporting|||2007|Reference year 2007|3190||100||603||100||2588||100||8||0||11||0||10||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|01|Female|DL|Item not reported|||2007|Reference year 2007|70||0|X|2||0|X|68||0|X|61||0|X|0||0|X|63||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|4695||0|X|1385||0|X|3310||0|X|6||0|X|14||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|1114||24.7||413||30.8||701||22.1||10||1.2||16||3||16||1.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|3391||75.3||927||69.2||2464||77.9||6||1.3||17||3.3||6||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|02|Male|DK|Total reporting|||2007|Reference year 2007|4505||100||1340||100||3165||100||5||0||14||0||7||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|40|Black or African American|02|Male|DL|Item not reported|||2007|Reference year 2007|190||0|X|45||0|X|145||0|X|29||0|X|34||0|X|31||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|4602||0|X|1508||0|X|3095||0|X|7||0|X|13||0|X|13||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|1561||35||563||37.5||999||33.7||15||2.1||16||2.7||23||3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|2906||65||939||62.5||1967||66.3||6||2.1||15||2.6||11||2.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|4467||100||1502||100||2965||100||7||0||13||0||13||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|135||0|X|6||0|X|129||0|X|32||0|X|0||0|X|33||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|2185||0|X|563||0|X|1622||0|X|10||0|X|21||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|599||28.7||154||27.3||445||29.2||20||2.7||41||2.9||23||3.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|1487||71.3||409||72.7||1077||70.8||12||2.6||18||2.9||15||3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|01|Female|DK|Total reporting|||2007|Reference year 2007|2086||100||563||100||1522||100||11||0||21||0||14||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|01|Female|DL|Item not reported|||2007|Reference year 2007|99||0|X|0||0|X|99||0|X|49||0|X|0||0|X|49||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|2417||0|X|944||0|X|1473||0|X|7||0|X|13||0|X|16||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|962||40.4||409||43.6||553||38.3||16||3||16||3.6||29||4.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|1419||59.6||529||56.4||890||61.7||8||2.9||17||3.5||14||4.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|02|Male|DK|Total reporting|||2007|Reference year 2007|2381||100||938||100||1443||100||7||0||13||0||16||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|50|American Indian and Alaska Native|02|Male|DL|Item not reported|||2007|Reference year 2007|36||0|X|6||0|X|30||0|X|27||0|X|0||0|X|33||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|24474||0|X|14319||0|X|10154||0|X|4||0|X|6||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|8500||35.8||5657||40.5||2843||29.2||6||1||9||1.3||13||2.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|15220||64.2||8314||59.5||6906||70.8||5||1||4||1.3||9||2.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|23719||100||13971||100||9748||100||4||0||5||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|754||0|X|349||0|X|406||0|X|17||0|X|25||0|X|20||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|9182||0|X|4553||0|X|4629||0|X|5||0|X|9||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|2644||29.6||1545||34.8||1099||24.5||8||1.1||14||1.6||16||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|6289||70.4||2896||65.2||3393||75.5||6||1||8||1.6||8||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|01|Female|DK|Total reporting|||2007|Reference year 2007|8933||100||4441||100||4492||100||6||0||9||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|01|Female|DL|Item not reported|||2007|Reference year 2007|249||0|X|112||0|X|137||0|X|21||0|X|29||0|X|36||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|15292||0|X|9767||0|X|5525||0|X|4||0|X|5||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|5856||39.6||4112||43.2||1743||33.2||7||1.2||9||1.4||14||3.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|8931||60.4||5418||56.8||3513||66.8||5||1.2||5||1.4||10||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|02|Male|DK|Total reporting|||2007|Reference year 2007|14787||100||9530||100||5257||100||4||0||5||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|60|Asian|02|Male|DL|Item not reported|||2007|Reference year 2007|505||0|X|237||0|X|268||0|X|22||0|X|26||0|X|29||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|684||0|X|199||0|X|485||0|X|22||0|X|45||0|X|25||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|179||28.3||78||40.8||101||22.8||44||3.5||79||6.1||45||4.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|456||71.7||114||59.2||342||77.2||24||3.5||27||5.5||30||4.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|635||100||192||100||443||100||25||0||46||0||28||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|49||0|X|7||0|X|42||0|X|56||0|X|118||0|X|66||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|318||0|X|96||0|X|222||0|X|34||0|X|62||0|X|32||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|64||23.4||35||37.7||29||16.1||55||4.2||88||10.4||83||6.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|209||76.6||58||62.3||152||83.9||36||4.1||53||9.7||36||6.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|01|Female|DK|Total reporting|||2007|Reference year 2007|273||100||93||100||181||100||39||0||64||0||35||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|01|Female|DL|Item not reported|||2007|Reference year 2007|45||0|X|3||0|X|41||0|X|62||0|X|117||0|X|68||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|366||0|X|103||0|X|263||0|X|24||0|X|33||0|X|37||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|115||31.9||43||43.6||72||27.5||48||6.5||73||6.2||62||7.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|246||68.1||56||56.4||190||72.5||37||6.6||27||5||50||8.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|02|Male|DK|Total reporting|||2007|Reference year 2007|362||100||99||100||262||100||25||0||33||0||37||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|70|Native Hawaiian and Other Pacific Islander|02|Male|DL|Item not reported|||2007|Reference year 2007|4||0|X|3||0|X|1||0|X|92||0|X|119||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|978||0|X|468||0|X|510||0|X|10||0|X|13||0|X|22||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|352||37.6||179||38.9||173||36.3||28||4||24||5.5||51||6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|584||62.4||280||61.1||304||63.7||12||4||25||5.7||27||5.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|936||100||459||100||477||100||11||0||14||0||23||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|42||0|X|9||0|X|34||0|X|77||0|X|68||0|X|88||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|296||0|X|113||0|X|183||0|X|12||0|X|24||0|X|24||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|49||18.1||33||29.7||17||10.1||36||3.5||39||8.5||58||6.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|225||81.9||78||70.3||147||89.9||11||3.7||36||8.6||23||6.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|01|Female|DK|Total reporting|||2007|Reference year 2007|274||100||111||100||163||100||10||0||24||0||21||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|01|Female|DL|Item not reported|||2007|Reference year 2007|22||0|X|2||0|X|20||0|X|125||0|X|0||0|X|138||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|682||0|X|355||0|X|327||0|X|15||0|X|13||0|X|34||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|302||45.7||146||41.8||156||49.9||31||5.4||30||6||54||8.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|359||54.3||203||58.2||157||50.1||21||5.3||28||6.3||39||7.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|02|Male|DK|Total reporting|||2007|Reference year 2007|662||100||348||100||313||100||15||0||14||0||34||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|80|Some other race|02|Male|DL|Item not reported|||2007|Reference year 2007|21||0|X|7||0|X|14||0|X|103||0|X|88||0|X|110||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|63326||0|X|31087||0|X|32239||0|X|2||0|X|3||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|19081||31.1||10694||35.3||8387||27.1||4||.6||5||.8||8||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|42197||68.9||19634||64.7||22564||72.9||2||.6||3||.8||3||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|61278||100||30327||100||30951||100||2||0||3||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|31|Manufacturing|31-33|Manufacturing|90|Minority|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|2048||0|X|760||0|X|1288||0|X|10||0|X|14||0|X|14||0|X
