GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|EDUC|EDUC_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DM|Less than high school graduate|||2007|Reference year 2007|13||30.2||0||0||13||35.5||130||11.1||0||0||130||12.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DN|High school graduate - diploma or GED|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DO|Technical, trade, or vocational school|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DP|Some college, but no degree|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DQ|Associate degree|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DR|Bachelor's degree|||2007|Reference year 2007|27||64.1||6||100||21||57.8||101||18||130||29.1||131||17.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|2||5.7||0||0||2||6.7||108||5.4||0||0||108||5.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DT|Total reporting|||2007|Reference year 2007|43||100||6||100||36||100||70||0||130||0||83||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DU|Item not reported|||2007|Reference year 2007|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|65||0|X|15||0|X|50||0|X|39||0|X|58||0|X|45||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DM|Less than high school graduate|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DN|High school graduate - diploma or GED|||2007|Reference year 2007|20||35.5||0||0||20||48.3||90||12.4||0||0||90||15.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DO|Technical, trade, or vocational school|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DP|Some college, but no degree|||2007|Reference year 2007|12||21.6||2||15.8||10||23.7||108||9.6||108||7.8||134||10.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DQ|Associate degree|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DR|Bachelor's degree|||2007|Reference year 2007|10||18||3||21.9||7||16.6||92||7.2||118||9||131||9.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|14||24.9||9||62.3||5||11.5||80||11.4||92||17.2||108||7.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DT|Total reporting|||2007|Reference year 2007|57||100||15||100||42||100||39||0||58||0||48||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DU|Item not reported|||2007|Reference year 2007|7||0|X|0||0|X|7||0|X|131||0|X|0||0|X|131||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|4375||0|X|848||0|X|3527||0|X|9||0|X|11||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DM|Less than high school graduate|||2007|Reference year 2007|449||10.6||107||13.4||342||10||25||2||43||3||26||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DN|High school graduate - diploma or GED|||2007|Reference year 2007|1131||26.8||309||38.5||822||24||16||2.5||18||3.5||20||2.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DO|Technical, trade, or vocational school|||2007|Reference year 2007|200||4.7||30||3.7||170||5||55||1.2||49||1.5||66||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DP|Some college, but no degree|||2007|Reference year 2007|543||12.8||125||15.6||418||12.2||43||2.5||36||2.9||47||2.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DQ|Associate degree|||2007|Reference year 2007|159||3.8||9||1.1||149||4.4||38||.8||20||.1||40||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DR|Bachelor's degree|||2007|Reference year 2007|989||23.4||145||18||844||24.7||27||3.4||21||2.7||31||3.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|755||17.9||78||9.7||677||19.8||26||3.2||28||1.7||30||4.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DT|Total reporting|||2007|Reference year 2007|4226||100||803||100||3422||100||9||0||11||0||11||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DU|Item not reported|||2007|Reference year 2007|149||0|X|45||0|X|105||0|X|63||0|X|49||0|X|90||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1517||0|X|265||0|X|1251||0|X|13||0|X|20||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DM|Less than high school graduate|||2007|Reference year 2007|120||8||6||2.4||114||9.2||53||3.3||37||.7||56||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DN|High school graduate - diploma or GED|||2007|Reference year 2007|436||28.9||108||41||328||26.3||21||3.1||29||6.2||28||3.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DO|Technical, trade, or vocational school|||2007|Reference year 2007|73||4.8||10||3.9||62||5||74||1.4||99||4.2||86||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DP|Some college, but no degree|||2007|Reference year 2007|239||15.9||74||28.4||165||13.2||54||3.4||49||7.3||63||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DQ|Associate degree|||2007|Reference year 2007|91||6||2||.8||89||7.1||68||2.3||0||0||69||3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DR|Bachelor's degree|||2007|Reference year 2007|365||24.2||45||17.3||320||25.7||18||2.6||39||4.9||22||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|185||12.3||16||6.3||168||13.5||35||4.1||54||1.5||38||5.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DT|Total reporting|||2007|Reference year 2007|1508||100||262||100||1246||100||13||0||21||0||14||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DU|Item not reported|||2007|Reference year 2007|8||0|X|3||0|X|5||0|X|66||0|X|0||0|X|102||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|2858||0|X|583||0|X|2276||0|X|11||0|X|12||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DM|Less than high school graduate|||2007|Reference year 2007|329||12.1||101||18.7||228||10.5||28||2.4||46||4||23||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DN|High school graduate - diploma or GED|||2007|Reference year 2007|695||25.6||202||37.3||494||22.7||21||3.1||20||4.4||28||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DO|Technical, trade, or vocational school|||2007|Reference year 2007|128||4.7||19||3.6||108||5||46||1.1||39||.9||56||1.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DP|Some college, but no degree|||2007|Reference year 2007|304||11.2||51||9.4||253||11.6||38||2.3||36||1.9||43||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DQ|Associate degree|||2007|Reference year 2007|68||2.5||7||1.3||61||2.8||45||.6||26||.2||51||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DR|Bachelor's degree|||2007|Reference year 2007|624||23||99||18.4||524||24.1||36||4.6||19||2.7||41||5.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|570||21||61||11.3||509||23.4||30||3.6||30||2.1||34||4.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DT|Total reporting|||2007|Reference year 2007|2717||100||541||100||2176||100||10||0||11||0||13||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DU|Item not reported|||2007|Reference year 2007|141||0|X|42||0|X|99||0|X|67||0|X|53||0|X|96||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|120056||0|X|26083||0|X|93973||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DM|Less than high school graduate|||2007|Reference year 2007|4616||4||1161||4.6||3455||3.8||13||.3||17||.4||15||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DN|High school graduate - diploma or GED|||2007|Reference year 2007|23832||20.5||6964||27.5||16868||18.5||4||.6||10||1.3||6||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DO|Technical, trade, or vocational school|||2007|Reference year 2007|3674||3.2||902||3.6||2771||3||10||.2||13||.3||12||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DP|Some college, but no degree|||2007|Reference year 2007|20005||17.2||4235||16.7||15769||17.3||5||.4||9||.9||7||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DQ|Associate degree|||2007|Reference year 2007|4399||3.8||1083||4.3||3317||3.6||6||.2||11||.2||8||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DR|Bachelor's degree|||2007|Reference year 2007|40984||35.2||8337||32.9||32647||35.8||4||.8||4||.8||5||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|18911||16.2||2632||10.4||16279||17.9||6||.5||9||.6||7||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DT|Total reporting|||2007|Reference year 2007|116420||100||25314||100||91106||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DU|Item not reported|||2007|Reference year 2007|3636||0|X|769||0|X|2867||0|X|14||0|X|17||0|X|15||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|38933||0|X|6779||0|X|32155||0|X|4||0|X|7||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DM|Less than high school graduate|||2007|Reference year 2007|1131||3||207||3.1||924||2.9||22||.4||20||.5||26||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DN|High school graduate - diploma or GED|||2007|Reference year 2007|8163||21.5||1814||27.6||6350||20.2||7||.8||12||1.2||10||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DO|Technical, trade, or vocational school|||2007|Reference year 2007|1425||3.8||291||4.4||1134||3.6||16||.4||18||.4||19||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DP|Some college, but no degree|||2007|Reference year 2007|7838||20.7||1249||19||6590||21||8||1||10||1||9||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DQ|Associate degree|||2007|Reference year 2007|2067||5.4||379||5.8||1687||5.4||12||.5||20||.9||12||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DR|Bachelor's degree|||2007|Reference year 2007|12512||33||2088||31.8||10424||33.2||3||.8||9||1.4||4||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|4806||12.7||547||8.3||4258||13.6||11||.9||17||.8||12||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DT|Total reporting|||2007|Reference year 2007|37940||100||6575||100||31366||100||4||0||7||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DU|Item not reported|||2007|Reference year 2007|993||0|X|204||0|X|789||0|X|25||0|X|27||0|X|34||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|81123||0|X|19305||0|X|61818||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DM|Less than high school graduate|||2007|Reference year 2007|3485||4.4||954||5.1||2531||4.2||16||.5||18||.5||19||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DN|High school graduate - diploma or GED|||2007|Reference year 2007|15669||20||5150||27.5||10519||17.6||6||.7||11||1.6||6||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DO|Technical, trade, or vocational school|||2007|Reference year 2007|2249||2.9||612||3.3||1637||2.7||8||.1||17||.4||11||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DP|Some college, but no degree|||2007|Reference year 2007|12167||15.5||2987||15.9||9180||15.4||6||.5||13||1.2||7||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DQ|Associate degree|||2007|Reference year 2007|2332||3||703||3.8||1629||2.7||14||.3||17||.3||17||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DR|Bachelor's degree|||2007|Reference year 2007|28472||36.3||6249||33.3||22223||37.2||6||1.2||4||1||7||1.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|14105||18||2084||11.1||12021||20.1||6||.6||11||.7||7||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DT|Total reporting|||2007|Reference year 2007|78480||100||18740||100||59740||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DU|Item not reported|||2007|Reference year 2007|2643||0|X|565||0|X|2078||0|X|13||0|X|18||0|X|15||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|21958||0|X|4099||0|X|17859||0|X|5||0|X|7||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DM|Less than high school graduate|||2007|Reference year 2007|643||3||187||4.7||455||2.6||22||.5||32||.9||26||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DN|High school graduate - diploma or GED|||2007|Reference year 2007|3670||17.3||964||24.3||2706||15.6||14||1.5||10||1.3||17||1.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DO|Technical, trade, or vocational school|||2007|Reference year 2007|730||3.4||159||4||571||3.3||16||.5||26||.9||20||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DP|Some college, but no degree|||2007|Reference year 2007|3551||16.7||601||15.1||2950||17.1||11||1.1||20||1.6||12||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DQ|Associate degree|||2007|Reference year 2007|663||3.1||149||3.8||514||3||24||.6||34||.7||27||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DR|Bachelor's degree|||2007|Reference year 2007|7379||34.7||1387||34.9||5992||34.7||12||2.5||12||1.8||16||3.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DS|Master's, doctorate, or professional degree|||2007|Reference year 2007|4628||21.8||524||13.2||4104||23.7||12||1.1||13||1.2||14||1.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DT|Total reporting|||2007|Reference year 2007|21265||100||3972||100||17293||100||5||0||7||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DU|Item not reported|||2007|Reference year 2007|693||0|X|127||0|X|566||0|X|24||0|X|29||0|X|27||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|387||0|X|76||0|X|310||0|X|40||0|X|37||0|X|50||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DM|Less than high school graduate|||2007|Reference year 2007|1||.4||1||1.3||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DN|High school graduate - diploma or GED|||2007|Reference year 2007|78||27.5||8||10.9||70||33.5||122||9.1||115||4.9||137||9.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DO|Technical, trade, or vocational school|||2007|Reference year 2007|18||6.4||2||2.7||16||7.8||114||2.9||0||0||128||2.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DP|Some college, but no degree|||2007|Reference year 2007|25||8.9||15||20.3||10||4.8||74||6||101||5.2||91||8.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DQ|Associate degree|||2007|Reference year 2007|29||10.1||8||10.1||21||10||100||7.5||109||4.4||131||8.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DR|Bachelor's degree|||2007|Reference year 2007|121||42.7||30||39.3||92||43.9||78||10.9||54||10.2||104||10.7|
