GEOTYPE|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEO_TTL|FOOTID_GEO|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|CBOGROUP|CBOGROUP_TTL|CBOSEX|CBOSEX_TTL|PRMINC|PRMINC_TTL|YEAR|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||00|All owners of respondent firms|02|Male|DF|Business was not the owner's primary source of personal income|2012|182340||39.6||71790||27.4||110550||55.5||.9||.2||2.0||.4||1.4||.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||00|All owners of respondent firms|02|Male|DG|Total reporting|2012|460837||100.0||261551||100.0||199286||100.0||.5||0||1.0||0||.9||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||00|All owners of respondent firms|02|Male|DH|Item not reported|2012|2196||0|X|485||0|X|1711||0|X|12.3||0|X|13.3||0|X|15.6||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|24428||58.3||12411||72.4||12016||48.6||4.1||1.4||3.5||1.6||6.2||2.3|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|17463||41.7||4742||27.6||12720||51.4||3.5||1.4||8.2||1.6||4.3||2.3|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|00|All owners of respondent firms|DG|Total reporting|2012|41890||100.0||17153||100.0||24737||100.0||2.5||0||3.8||0||2.6||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|00|All owners of respondent firms|DH|Item not reported|2012|343||0|X|0||0|X|343||0|X|45.9||0|X|0||0|X|45.9||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|01|Female|DE|Business was the owner's primary source of personal income|2012|7637||55.0||3680||70.6||3958||45.6||7.8||2.3||8.1||3.4||12.8||3.7|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|01|Female|DF|Business was not the owner's primary source of personal income|2012|6249||45.0||1533||29.4||4716||54.4||6.2||2.3||15.3||3.4||7.5||3.7|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|01|Female|DG|Total reporting|2012|13887||100.0||5213||100.0||8674||100.0||5.3||0||7.6||0||6.9||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|01|Female|DH|Item not reported|2012|161||0|X|0||0|X|161||0|X|50.0||0|X|0||0|X|50.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|02|Male|DE|Business was the owner's primary source of personal income|2012|16790||60.0||8732||73.1||8059||50.2||3.0||1.5||3.2||1.7||5.0||1.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|02|Male|DF|Business was not the owner's primary source of personal income|2012|11213||40.0||3209||26.9||8005||49.8||4.7||1.6||8.8||1.7||5.2||1.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|02|Male|DG|Total reporting|2012|28004||100.0||11940||100.0||16063||100.0||2.1||0||3.4||0||3.4||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||20|Hispanic|02|Male|DH|Item not reported|2012|182||0|X|0||0|X|182||0|X|49.5||0|X|0||0|X|49.5||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|339342||55.8||227971||69.5||111372||39.8||.6||.3||1.2||.4||1.5||.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|268324||44.2||100177||30.5||168147||60.2||1.0||.3||1.9||.4||1.5||.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|00|All owners of respondent firms|DG|Total reporting|2012|607667||100.0||328148||100.0||279519||100.0||.6||0||1.1||0||1.2||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|00|All owners of respondent firms|DH|Item not reported|2012|3020||0|X|669||0|X|2351||0|X|13.7||0|X|12.7||0|X|16.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|01|Female|DE|Business was the owner's primary source of personal income|2012|77636||44.4||46941||59.8||30695||31.9||1.5||.6||2.5||.8||3.3||1.0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|01|Female|DF|Business was not the owner's primary source of personal income|2012|97197||55.6||31596||40.2||65601||68.1||1.8||.6||2.6||.8||2.7||1.0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|01|Female|DG|Total reporting|2012|174833||100.0||78537||100.0||96296||100.0||1.0||0||2.0||0||2.0||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|01|Female|DH|Item not reported|2012|1006||0|X|184||0|X|822||0|X|26.7||0|X|35.1||0|X|30.5||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|02|Male|DE|Business was the owner's primary source of personal income|2012|261706||60.5||181029||72.5||80677||44.0||.5||.2||1.1||.4||1.6||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|02|Male|DF|Business was not the owner's primary source of personal income|2012|171127||39.5||68581||27.5||102546||56.0||.9||.2||2.0||.4||1.5||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|02|Male|DG|Total reporting|2012|432833||100.0||249610||100.0||183223||100.0||.5||0||1.0||0||1.0||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||29|Non-Hispanic|02|Male|DH|Item not reported|2012|2014||0|X|485||0|X|1529||0|X|13.0||0|X|13.3||0|X|17.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|319546||56.1||213776||69.9||105770||40.0||.8||.2||1.1||.5||1.4||.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|250424||43.9||92020||30.1||158404||60.0||1.0||.2||2.1||.5||1.6||.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|00|All owners of respondent firms|DG|Total reporting|2012|569971||100.0||305796||100.0||264175||100.0||.8||0||1.0||0||1.1||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|00|All owners of respondent firms|DH|Item not reported|2012|2843||0|X|646||0|X|2197||0|X|11.7||0|X|13.4||0|X|14.8||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|01|Female|DE|Business was the owner's primary source of personal income|2012|71810||44.4||42835||59.5||28975||32.2||1.6||.6||2.5||1.1||3.9||1.1|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|01|Female|DF|Business was not the owner's primary source of personal income|2012|90105||55.6||29158||40.5||60947||67.8||1.7||.6||3.3||1.1||2.6||1.1|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|01|Female|DG|Total reporting|2012|161915||100.0||71993||100.0||89921||100.0||1.1||0||1.8||0||2.0||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|01|Female|DH|Item not reported|2012|736||0|X|169||0|X|566||0|X|22.8||0|X|39.1||0|X|25.1||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|02|Male|DE|Business was the owner's primary source of personal income|2012|247737||60.7||170941||73.1||76796||44.1||.7||.2||1.2||.4||1.6||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|02|Male|DF|Business was not the owner's primary source of personal income|2012|160319||39.3||62862||26.9||97458||55.9||1.1||.2||1.9||.4||2.0||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|02|Male|DG|Total reporting|2012|408056||100.0||233803||100.0||174253||100.0||.7||0||.9||0||1.0||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||30|White|02|Male|DH|Item not reported|2012|2107||0|X|476||0|X|1631||0|X|13.0||0|X|13.8||0|X|17.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|4687||39.7||1886||66.2||2801||31.2||10.5||2.8||12.2||3.3||13.0||2.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|7128||60.3||964||33.8||6164||68.8||6.9||2.8||9.3||3.3||7.9||2.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|00|All owners of respondent firms|DG|Total reporting|2012|11815||100.0||2850||100.0||8965||100.0||6.3||0||8.8||0||7.6||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|00|All owners of respondent firms|DH|Item not reported|2012|60||0|X|0||0|X|60||0|X|67.0||0|X|0||0|X|67.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|01|Female|DE|Business was the owner's primary source of personal income|2012|1303||28.3||396||63.8||907||22.7||20.4||5.1||23.6||9.5||28.9||5.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|01|Female|DF|Business was not the owner's primary source of personal income|2012|3305||71.7||224||36.2||3080||77.3||7.9||5.1||26.3||9.4||8.5||5.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|01|Female|DG|Total reporting|2012|4607||100.0||620||100.0||3987||100.0||5.9||0||14.3||0||7.3||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|01|Female|DH|Item not reported|2012|56||0|X|0||0|X|56||0|X|67.4||0|X|0||0|X|67.4||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|02|Male|DE|Business was the owner's primary source of personal income|2012|3384||47.0||1490||66.8||1894||38.1||9.8||3.8||13.7||4.8||12.3||4.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|02|Male|DF|Business was not the owner's primary source of personal income|2012|3823||53.0||740||33.2||3084||61.9||12.1||3.9||15.5||4.9||14.5||4.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|02|Male|DG|Total reporting|2012|7207||100.0||2230||100.0||4978||100.0||7.9||0||9.7||0||10.1||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||40|Black or African American|02|Male|DH|Item not reported|2012|4||0|X|0||0|X|4||0|X|86.6||0|X|0||0|X|86.6||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|2025||52.8||608||66.5||1418||48.5||18.0||5.6||15.1||5.2||27.0||8.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|1813||47.2||306||33.5||1507||51.5||8.0||5.7||12.6||5.3||9.6||8.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|00|All owners of respondent firms|DG|Total reporting|2012|3838||100.0||913||100.0||2925||100.0||8.5||0||8.5||0||10.5||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|00|All owners of respondent firms|DH|Item not reported|2012|218||0|X|0||0|X|218||0|X|62.1||0|X|0||0|X|62.1||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|01|Female|DE|Business was the owner's primary source of personal income|2012|635||37.9||150||59.7||485||34.1||27.0||8.1||31.1||11.1||36.3||10.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|01|Female|DF|Business was not the owner's primary source of personal income|2012|1041||62.1||101||40.3||940||65.9||14.7||8.2||26.1||10.6||16.5||10.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|01|Female|DG|Total reporting|2012|1676||100.0||251||100.0||1425||100.0||10.9||0||17.9||0||10.6||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|01|Female|DH|Item not reported|2012|200||0|X|0||0|X|200||0|X|65.3||0|X|0||0|X|65.3||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|02|Male|DE|Business was the owner's primary source of personal income|2012|1390||64.3||457||69.1||932||62.2||16.4||5.6||14.5||5.8||25.1||8.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|02|Male|DF|Business was not the owner's primary source of personal income|2012|772||35.7||205||30.9||568||37.8||13.2||5.6||17.6||6.1||15.4||8.3|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|02|Male|DG|Total reporting|2012|2162||100.0||662||100.0||1500||100.0||9.6||0||7.9||0||14.5||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||50|American Indian and Alaska Native|02|Male|DH|Item not reported|2012|18||0|X|0||0|X|18||0|X|97.2||0|X|0||0|X|97.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|33628||57.1||22834||67.3||10794||43.3||2.6||1.0||4.9||1.4||6.2||1.7|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|25220||42.9||11083||32.7||14137||56.7||3.6||1.0||5.4||1.4||5.3||1.7|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|00|All owners of respondent firms|DG|Total reporting|2012|58848||100.0||33917||100.0||24931||100.0||2.3||0||4.0||0||4.4||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|00|All owners of respondent firms|DH|Item not reported|2012|267||0|X|23||0|X|244||0|X|46.9||0|X|62.6||0|X|52.1||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|01|Female|DE|Business was the owner's primary source of personal income|2012|10441||53.4||6918||66.4||3523||38.5||4.2||1.7||5.8||2.3||8.5||2.0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|01|Female|DF|Business was not the owner's primary source of personal income|2012|9114||46.6||3497||33.6||5617||61.5||4.8||1.7||8.4||2.3||5.6||2.0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|01|Female|DG|Total reporting|2012|19556||100.0||10415||100.0||9141||100.0||3.0||0||4.5||0||5.5||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|01|Female|DH|Item not reported|2012|256||0|X|14||0|X|242||0|X|49.2||0|X|96.4||0|X|52.5||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|02|Male|DE|Business was the owner's primary source of personal income|2012|23187||59.0||15916||67.7||7271||46.0||3.4||1.0||5.7||1.5||8.5||2.3|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|02|Male|DF|Business was not the owner's primary source of personal income|2012|16105||41.0||7586||32.3||8519||54.0||3.9||1.0||5.9||1.5||6.2||2.3|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|02|Male|DG|Total reporting|2012|39292||100.0||23502||100.0||15790||100.0||2.9||0||4.7||0||5.6||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||60|Asian|02|Male|DH|Item not reported|2012|11||0|X|9||0|X|2||0|X|61.3||0|X|73.4||0|X|70.7||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|461||45.2||187||71.7||274||36.1||23.0||6.1||29.9||11.2||32.6||7.1|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|558||54.8||74||28.3||485||63.9||29.8||6.1||53.1||11.2||29.2||7.1|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DG|Total reporting|2012|1019||100.0||261||100.0||759||100.0||23.9||0||31.6||0||26.8||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DH|Item not reported|2012|15||0|X|0||0|X|15||0|X|44.9||0|X|0||0|X|44.9||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|01|Female|DE|Business was the owner's primary source of personal income|2012|165||35.0||39||46.2||126||32.6||35.0||11.1||38.1||35.8||46.1||14.0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|01|Female|DF|Business was not the owner's primary source of personal income|2012|306||65.0||45||53.8||261||67.4||27.1||11.3||87.6||40.2||30.3||13.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|01|Female|DG|Total reporting|2012|470||100.0||83||100.0||387||100.0||19.2||0||51.9||0||22.8||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|01|Female|DH|Item not reported|2012|2||0|X|0||0|X|2||0|X|70.7||0|X|0||0|X|70.7||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|02|Male|DE|Business was the owner's primary source of personal income|2012|296||54.0||148||83.8||148||39.7||30.2||7.8||33.5||9.6||40.5||5.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|02|Male|DF|Business was not the owner's primary source of personal income|2012|253||46.0||29||16.2||224||60.3||45.8||7.9||47.3||9.0||51.5||5.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|02|Male|DG|Total reporting|2012|549||100.0||177||100.0||372||100.0||35.3||0||27.5||0||46.5||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||70|Native Hawaiian and Other Pacific Islander|02|Male|DH|Item not reported|2012|13||0|X|0||0|X|13||0|X|50.2||0|X|0||0|X|50.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|6245||63.1||2479||77.3||3766||56.3||9.2||3.5||12.1||2.2||11.9||4.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|3650||36.9||728||22.7||2921||43.7||11.5||3.5||15.1||2.2||12.5||4.9|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|00|All owners of respondent firms|DG|Total reporting|2012|9895||100.0||3208||100.0||6687||100.0||6.9||0||11.7||0||6.9||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|00|All owners of respondent firms|DH|Item not reported|2012|63||0|X|0||0|X|63||0|X|95.9||0|X|0||0|X|95.9||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|01|Female|DE|Business was the owner's primary source of personal income|2012|1903||57.1||717||80.1||1186||48.6||9.8||4.8||23.5||5.5||14.2||6.7|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|01|Female|DF|Business was not the owner's primary source of personal income|2012|1431||42.9||178||19.9||1253||51.4||13.1||4.8||28.8||5.3||15.7||6.7|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|01|Female|DG|Total reporting|2012|3334||100.0||895||100.0||2439||100.0||5.6||0||20.7||0||7.0||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|01|Female|DH|Item not reported|2012|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|02|Male|DE|Business was the owner's primary source of personal income|2012|4343||66.2||1763||76.2||2580||60.7||9.3||3.6||10.0||2.7||14.0||5.2|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|02|Male|DF|Business was not the owner's primary source of personal income|2012|2219||33.8||550||23.8||1668||39.3||14.5||3.6||19.8||2.7||15.7||5.2|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|02|Male|DG|Total reporting|2012|6561||100.0||2313||100.0||4248||100.0||8.5||0||11.3||0||10.0||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||80|Some other race|02|Male|DH|Item not reported|2012|63||0|X|0||0|X|63||0|X|95.9||0|X|0||0|X|95.9||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|64317||55.7||37492||68.7||26825||44.0||2.0||.7||2.9||1.1||5.4||1.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|51241||44.3||17062||31.3||34179||56.0||2.1||.7||4.6||1.1||2.0||1.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|00|All owners of respondent firms|DG|Total reporting|2012|115558||100.0||54554||100.0||61004||100.0||1.5||0||2.4||0||2.6||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|00|All owners of respondent firms|DH|Item not reported|2012|816||0|X|23||0|X|793||0|X|27.1||0|X|62.6||0|X|28.3||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|01|Female|DE|Business was the owner's primary source of personal income|2012|19726||50.5||11024||67.2||8703||38.5||2.6||.9||3.4||1.7||8.1||1.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|01|Female|DF|Business was not the owner's primary source of personal income|2012|19303||49.5||5376||32.8||13928||61.5||3.3||.9||5.9||1.7||3.4||1.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|01|Female|DG|Total reporting|2012|39030||100.0||16399||100.0||22630||100.0||2.4||0||2.5||0||4.2||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|01|Female|DH|Item not reported|2012|590||0|X|14||0|X|576||0|X|25.9||0|X|96.4||0|X|26.4||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|02|Male|DE|Business was the owner's primary source of personal income|2012|44591||58.3||26469||69.4||18122||47.2||2.5||.8||3.2||1.1||5.5||1.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|02|Male|DF|Business was not the owner's primary source of personal income|2012|31938||41.7||11686||30.6||20252||52.8||2.9||.8||5.7||1.1||3.1||1.4|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|02|Male|DG|Total reporting|2012|76529||100.0||38155||100.0||38374||100.0||2.1||0||3.2||0||3.4||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||90|Minority|02|Male|DH|Item not reported|2012|226||0|X|9||0|X|217||0|X|39.4||0|X|73.4||0|X|41.8||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|299453||56.1||202890||69.8||96563||39.7||.8||.3||1.1||.5||1.6||.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|234546||43.9||87857||30.2||146689||60.3||1.0||.3||2.1||.5||1.7||.5|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|00|All owners of respondent firms|DG|Total reporting|2012|533999||100.0||290747||100.0||243252||100.0||.6||0||.9||0||1.2||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|00|All owners of respondent firms|DH|Item not reported|2012|2547||0|X|646||0|X|1901||0|X|12.8||0|X|13.4||0|X|16.1||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|01|Female|DE|Business was the owner's primary source of personal income|2012|65547||43.8||39598||58.8||25950||31.5||1.6||.7||2.4||1.0||3.8||1.1|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|01|Female|DF|Business was not the owner's primary source of personal income|2012|84143||56.2||27753||41.2||56390||68.5||1.8||.7||3.3||1.0||2.9||1.1|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|01|Female|DG|Total reporting|2012|149690||100.0||67351||100.0||82339||100.0||.9||0||1.9||0||2.1||0|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|01|Female|DH|Item not reported|2012|576||0|X|169||0|X|407||0|X|32.6||0|X|39.1||0|X|39.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|02|Male|DE|Business was the owner's primary source of personal income|2012|233906||60.9||163292||73.1||70613||43.9||.7||.2||1.2||.5||1.8||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|02|Male|DF|Business was not the owner's primary source of personal income|2012|150403||39.1||60104||26.9||90299||56.1||1.0||.2||1.9||.5||2.0||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||42|Wholesale trade||92|Nonminority|02|Male|DG|Total reporting|2012|384308||100.0||223396||100.0||160912||100.0||.6||0||.9||0||1.1||0|
