GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|OWNER_SEX_GROUP|OWNER_SEX_GROUP_MEANING|OWNERINT|OWNERINT_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT|OWNALL_PCT_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD|OWNNOPD_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|44|Retail trade|44-45|Retail trade|1200|Male owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|10.7||.1||0|X|0|X|22.5||.2||0|X|0|X|3||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1000|All owners of respondent firms|2000|All interest owners of respondent firms|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|745737||0||0|X|0|X|163935||1||0|X|0|X|581802||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1000|All owners of respondent firms|2001|Majority interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|66.1||.4||0|X|0|X|46.1||.4||0|X|0|X|71.8||.4|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1000|All owners of respondent firms|2002|Equal interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|27.4||.4||0|X|0|X|32.8||.4||0|X|0|X|25.8||.4|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1000|All owners of respondent firms|2003|Nonmajority interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|6.5||.1||0|X|0|X|21.1||.2||0|X|0|X|2.4||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1100|Female owners of respondent firms|2000|All interest owners of respondent firms|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|170556||1||0|X|0|X|42109||1||0|X|0|X|128448||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1100|Female owners of respondent firms|2001|Majority interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|39.6||.7||0|X|0|X|27.9||.5||0|X|0|X|43.4||.9|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1100|Female owners of respondent firms|2002|Equal interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|50.3||.9||0|X|0|X|48.3||.7||0|X|0|X|51||1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1100|Female owners of respondent firms|2003|Nonmajority interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|10.1||.4||0|X|0|X|23.8||.6||0|X|0|X|5.5||.4|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1200|Male owners of respondent firms|2000|All interest owners of respondent firms|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|575165||0||0|X|0|X|121827||1||0|X|0|X|453338||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1200|Male owners of respondent firms|2001|Majority interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|74||.3||0|X|0|X|52.4||.4||0|X|0|X|79.8||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1200|Male owners of respondent firms|2002|Equal interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|20.5||.3||0|X|0|X|27.4||.4||0|X|0|X|18.7||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation & warehousing|1200|Male owners of respondent firms|2003|Nonmajority interest owners|002|Data do not include large certificated passenger carriers that report to the Office of Airline Information, U.S. Department of Transportation.  Railroad transportation and U.S. Postal Service are out of scope for the 2002 Economic Census.|2002|Reference year 2002|0|X|0|X|5.5||.1||0|X|0|X|20.2||.2||0|X|0|X|1.5||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1000|All owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|272589||1||0|X|0|X|73232||1||0|X|0|X|199357||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1000|All owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|64.5||.4||0|X|0|X|41.9||.5||0|X|0|X|72.9||.6|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1000|All owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|24.3||.5||0|X|0|X|26.8||.5||0|X|0|X|23.4||.6|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1000|All owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|11.2||.2||0|X|0|X|31.4||.5||0|X|0|X|3.8||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1100|Female owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|91457||2||0|X|0|X|17906||2||0|X|0|X|73551||2||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1100|Female owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|62.7||.5||0|X|0|X|34.9||.7||0|X|0|X|69.5||.6|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1100|Female owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|28.5||.6||0|X|0|X|36.5||.9||0|X|0|X|26.6||.7|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1100|Female owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|8.8||.4||0|X|0|X|28.6||1.1||0|X|0|X|4||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1200|Male owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|181131||1||0|X|0|X|55325||1||0|X|0|X|125806||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1200|Male owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|65.5||.5||0|X|0|X|44.1||.6||0|X|0|X|74.9||.7|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1200|Male owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|22.2||.5||0|X|0|X|23.6||.6||0|X|0|X|21.5||.6|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|51|Information|51|Information|1200|Male owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|12.4||.2||0|X|0|X|32.3||.5||0|X|0|X|3.6||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1000|All owners of respondent firms|2000|All interest owners of respondent firms|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|817878||0||0|X|0|X|233076||1||0|X|0|X|584802||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1000|All owners of respondent firms|2001|Majority interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|67.1||.1||0|X|0|X|56||.3||0|X|0|X|71.5||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1000|All owners of respondent firms|2002|Equal interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|22.8||.2||0|X|0|X|21.5||.2||0|X|0|X|23.3||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1000|All owners of respondent firms|2003|Nonmajority interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|10.1||.1||0|X|0|X|22.5||.3||0|X|0|X|5.2||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1100|Female owners of respondent firms|2000|All interest owners of respondent firms|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|216346||1||0|X|0|X|52607||1||0|X|0|X|163739||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1100|Female owners of respondent firms|2001|Majority interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|54.4||.4||0|X|0|X|42.5||.5||0|X|0|X|58.2||.5|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1100|Female owners of respondent firms|2002|Equal interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|33.4||.3||0|X|0|X|30.7||.4||0|X|0|X|34.3||.4|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1100|Female owners of respondent firms|2003|Nonmajority interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|12.2||.2||0|X|0|X|26.8||.6||0|X|0|X|7.5||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1200|Male owners of respondent firms|2000|All interest owners of respondent firms|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|601462||0||0|X|0|X|180468||1||0|X|0|X|420994||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1200|Male owners of respondent firms|2001|Majority interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|71.6||.1||0|X|0|X|60||.3||0|X|0|X|76.6||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1200|Male owners of respondent firms|2002|Equal interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|19||.2||0|X|0|X|18.8||.2||0|X|0|X|19.1||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|52|Finance and insurance|52|Finance & insurance|1200|Male owners of respondent firms|2003|Nonmajority interest owners|206|Data do not include funds, trusts, and other financial vehicles (NAICS 525), except real estate investment trusts (NAICS 525930).|2002|Reference year 2002|0|X|0|X|9.4||.2||0|X|0|X|21.3||.3||0|X|0|X|4.3||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1000|All owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|2220657||0||0|X|0|X|284245||1||0|X|0|X|1936413||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1000|All owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|44.4||.2||0|X|0|X|39.9||.4||0|X|0|X|45||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1000|All owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|44.4||.2||0|X|0|X|30.8||.4||0|X|0|X|46.4||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1000|All owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|11.3||.1||0|X|0|X|29.3||.3||0|X|0|X|8.6||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1100|Female owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|735657||1||0|X|0|X|88610||1||0|X|0|X|647047||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1100|Female owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|48||.4||0|X|0|X|34.3||.5||0|X|0|X|49.9||.4|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1100|Female owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|41.8||.3||0|X|0|X|36.1||.5||0|X|0|X|42.6||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1100|Female owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|10.2||.1||0|X|0|X|29.6||.5||0|X|0|X|7.5||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1200|Male owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|1484913||0||0|X|0|X|195635||1||0|X|0|X|1289278||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1200|Male owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|42.5||.1||0|X|0|X|42.4||.4||0|X|0|X|42.6||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1200|Male owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|45.7||.2||0|X|0|X|28.4||.4||0|X|0|X|48.3||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|53|Real estate and rental and leasing|53|Real estate & rental & leasing|1200|Male owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|11.8||.1||0|X|0|X|29.1||.3||0|X|0|X|9.2||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1000|All owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|3094800||0||0|X|0|X|780615||0||0|X|0|X|2314184||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1000|All owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|72.2||.2||0|X|0|X|55||.2||0|X|0|X|78||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1000|All owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|20.3||.2||0|X|0|X|22.8||.2||0|X|0|X|19.4||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1000|All owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|7.5||0||0|X|0|X|22.1||.1||0|X|0|X|2.6||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1100|Female owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|1043259||0||0|X|0|X|191315||0||0|X|0|X|851944||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1100|Female owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|69.3||.3||0|X|0|X|51||.3||0|X|0|X|73.4||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1100|Female owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|24.8||.3||0|X|0|X|30.4||.3||0|X|0|X|23.5||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1100|Female owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|5.9||0||0|X|0|X|18.7||.2||0|X|0|X|3.1||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1200|Male owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|2051541||0||0|X|0|X|589301||0||0|X|0|X|1462240||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1200|Male owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|73.7||.1||0|X|0|X|56.3||.2||0|X|0|X|80.6||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1200|Male owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|18||.2||0|X|0|X|20.4||.2||0|X|0|X|17||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|54|Professional, scientific, and technical services|54|Professional, scientific, & technical services|1200|Male owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|8.4||.1||0|X|0|X|23.3||.1||0|X|0|X|2.3||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1000|All owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|26081||2||0|X|0|X|26081||2||0|X|0|X|0||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1000|All owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|33.7||.1||0|X|0|X|33.7||.1||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1000|All owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|17.8||.4||0|X|0|X|17.8||.4||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1000|All owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|48.5||.3||0|X|0|X|48.5||.3||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1100|Female owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|5141||2||0|X|0|X|5141||2||0|X|0|X|0||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1100|Female owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|19||.3||0|X|0|X|19||.3||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1100|Female owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|23||.4||0|X|0|X|23||.4||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1100|Female owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|58||.4||0|X|0|X|58||.4||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1200|Male owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|20939||2||0|X|0|X|20939||2||0|X|0|X|0||0||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1200|Male owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|37.3||.1||0|X|0|X|37.3||.1||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1200|Male owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|16.5||.4||0|X|0|X|16.5||.4||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies & enterprises|1200|Male owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|46.2||.3||0|X|0|X|46.2||.3||0|X|0|X|0||0|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1000|All owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|1251301||1||0|X|0|X|295221||1||0|X|0|X|956080||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1000|All owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|70.4||.3||0|X|0|X|52||.3||0|X|0|X|76.1||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1000|All owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|23.7||.2||0|X|0|X|29.5||.2||0|X|0|X|21.9||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1000|All owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|5.9||.1||0|X|0|X|18.5||.3||0|X|0|X|2||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1100|Female owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|525575||1||0|X|0|X|90736||1||0|X|0|X|434839||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1100|Female owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|69.6||.4||0|X|0|X|43.5||.4||0|X|0|X|75.1||.5|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1100|Female owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|25.2||.3||0|X|0|X|38.1||.2||0|X|0|X|22.5||.4|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1100|Female owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|5.2||.1||0|X|0|X|18.5||.4||0|X|0|X|2.4||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1200|Male owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|725682||1||0|X|0|X|204485||1||0|X|0|X|521198||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1200|Male owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|71||.3||0|X|0|X|55.8||.4||0|X|0|X|77||.3|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1200|Male owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|22.5||.2||0|X|0|X|25.7||.2||0|X|0|X|21.3||.2|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|56|Administrative and support and waste management and remediation services|56|Administrative & support & waste management & remediation service|1200|Male owners of respondent firms|2003|Nonmajority interest owners|||2002|Reference year 2002|0|X|0|X|6.5||.2||0|X|0|X|18.5||.4||0|X|0|X|1.8||.1|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|61|Educational services|61|Educational services|1000|All owners of respondent firms|2000|All interest owners of respondent firms|||2002|Reference year 2002|346579||1||0|X|0|X|41625||2||0|X|0|X|304954||1||0|X|0|X
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|61|Educational services|61|Educational services|1000|All owners of respondent firms|2001|Majority interest owners|||2002|Reference year 2002|0|X|0|X|77.4||.5||0|X|0|X|47.7||.7||0|X|0|X|81.4||.5|
01|United States|00|01000US|United States|SB|2002 Survey of Business Owners|61|Educational services|61|Educational services|1000|All owners of respondent firms|2002|Equal interest owners|||2002|Reference year 2002|0|X|0|X|18.7||.5||0|X|0|X|34.1||1||0|X|0|X|16.6||.5|
